transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,payment_status
TXN-202503533,2025-04-13,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,17146.19,Settled
TXN-202503534,2025-11-01,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,22484.55,Settled
TXN-202503535,2025-12-22,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,59759.37,Cleared
TXN-202503536,2025-10-25,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,9759.77,Cleared
TXN-202503537,2025-01-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,14092.32,Settled
TXN-202503538,2025-09-28,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Getty Images,11193.23,Cleared
TXN-202503539,2025-01-28,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong.io,3256.83,Settled
TXN-202503540,2026-03-10,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,62187.33,Settled
TXN-202503541,2025-07-22,2025,Q3,CC-100,Engineering,DevOps Tooling,Atlassian Jira,13688.74,Settled
TXN-202503542,2025-10-22,2025,Q4,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,5503.25,Cleared
TXN-202503543,2025-09-17,2025,Q3,CC-100,Engineering,DevOps Tooling,Datadog,2290.61,Settled
TXN-202503544,2025-06-23,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,11785.69,Settled
TXN-202503545,2026-03-09,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,11991.99,Cleared
TXN-202503546,2026-06-02,2026,Q2,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,15928.5,Settled
TXN-202503547,2026-05-14,2026,Q2,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,127824.25,Cleared
TXN-202503548,2025-10-19,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,4973.65,Settled
TXN-202503549,2026-04-30,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Figma Inc,11266.23,Settled
TXN-202503550,2026-06-18,2026,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,2427.91,Cleared
TXN-202503551,2025-09-04,2025,Q3,CC-500,Finance & Legal,External Audit & Tax,KPMG LLP,60121.63,Settled
TXN-202503552,2026-01-09,2026,Q1,CC-100,Engineering,DevOps Tooling,Docker Inc,11375.52,Settled
TXN-202503553,2025-10-15,2025,Q4,CC-300,Sales,Travel & Entertainment,Delta Airlines,4700.37,Settled
TXN-202503554,2025-02-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,6753.61,Cleared
TXN-202503555,2025-11-05,2025,Q4,CC-100,Engineering,DevOps Tooling,Datadog,2484.53,Settled
TXN-202503556,2026-01-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Gong.io,18026.87,Cleared
TXN-202503557,2025-06-06,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,22564.24,Settled
TXN-202503558,2025-11-12,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,35185.3,Settled
TXN-202503559,2025-01-31,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,3750.61,Settled
TXN-202503560,2025-06-07,2025,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,102582.29,Settled
TXN-202503561,2026-04-29,2026,Q2,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,13438.59,Audited
TXN-202503562,2026-04-26,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,25219.54,Settled
TXN-202503563,2026-06-24,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,9742.44,Settled
TXN-202503564,2025-09-06,2025,Q3,CC-200,Marketing,Content & SEO Agencies,Semrush,7110.09,Settled
TXN-202503565,2025-06-17,2025,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,28048.11,Settled
TXN-202503566,2025-10-15,2025,Q4,CC-400,Operations,Office Facilities & Lease,WeWork Management,14039.92,Audited
TXN-202503567,2025-08-25,2025,Q3,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,16181.74,Settled
TXN-202503568,2026-05-19,2026,Q2,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,4228.75,Settled
TXN-202503569,2025-07-21,2025,Q3,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,53355.63,Settled
TXN-202503570,2025-11-25,2025,Q4,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,2874.07,Cleared
TXN-202503571,2025-07-04,2025,Q3,CC-200,Marketing,Events & Sponsorships,Web Summit,55262.9,Settled
TXN-202503572,2026-04-06,2026,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,10147.68,Settled
TXN-202503573,2025-01-02,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Rippling,5760.55,Cleared
TXN-202503574,2026-04-15,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,SnackNation,5685.11,Cleared
TXN-202503575,2025-10-17,2025,Q4,CC-600,Product & Design,Prototyping Software,Miro Collaboration,3656.56,Settled
TXN-202503576,2026-07-20,2026,Q3,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,56529.0,Settled
TXN-202503577,2025-08-17,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,77328.97,Settled
TXN-202503578,2026-04-30,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Getty Images,2570.92,Settled
TXN-202503579,2025-02-24,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork Management,8751.69,Settled
TXN-202503580,2025-03-10,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,3566.05,Settled
TXN-202503581,2025-02-15,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,109304.8,Cleared
TXN-202503582,2025-01-11,2025,Q1,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,2101.58,Settled
TXN-202503583,2025-10-06,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Refine Labs,6254.76,Cleared
TXN-202503584,2025-10-22,2025,Q4,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,5939.81,Settled
TXN-202503585,2025-08-03,2025,Q3,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,47445.54,Settled
TXN-202503586,2026-07-23,2026,Q3,CC-200,Marketing,Events & Sponsorships,Web Summit,44024.18,Audited
TXN-202503587,2025-11-30,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,17015.18,Cleared
TXN-202503588,2025-08-13,2025,Q3,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,67014.12,Cleared
TXN-202503589,2025-09-30,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,48368.0,Settled
TXN-202503590,2026-06-11,2026,Q2,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,80456.43,Settled
TXN-202503591,2026-01-12,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,14390.43,Cleared
TXN-202503592,2026-01-16,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,15420.73,Settled
TXN-202503593,2025-03-12,2025,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,2401.96,Settled
TXN-202503594,2025-10-21,2025,Q4,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,7175.56,Settled
TXN-202503595,2026-07-31,2026,Q3,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,42441.47,Settled
TXN-202503596,2025-09-16,2025,Q3,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,3038.19,Settled
TXN-202503597,2025-12-18,2025,Q4,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,15300.08,Settled
TXN-202503598,2025-05-30,2025,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,7104.58,Cleared
TXN-202503599,2025-12-14,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Refine Labs,12488.81,Settled
TXN-202503600,2026-06-01,2026,Q2,CC-300,Sales,CRM & Enablement Software,Gong.io,24254.03,Settled
TXN-202503601,2026-03-29,2026,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,7621.56,Settled
TXN-202503602,2026-03-09,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,29184.48,Settled
TXN-202503603,2025-05-11,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,34448.85,Settled
TXN-202503604,2026-06-05,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian Jira,9482.2,Settled
TXN-202503605,2026-01-30,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,30518.3,Settled
TXN-202503606,2025-11-10,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,72116.32,Settled
TXN-202503607,2025-05-27,2025,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,28587.0,Settled
TXN-202503608,2026-03-15,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,7410.82,Settled
TXN-202503609,2025-01-14,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,15053.74,Settled
TXN-202503610,2025-01-17,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom Systems,6521.88,Settled
TXN-202503611,2025-05-20,2025,Q2,CC-300,Sales,Commissions & Incentives,CaptivateIQ,37813.58,Settled
TXN-202503612,2026-03-17,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,10770.1,Settled
TXN-202503613,2025-05-17,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,6977.14,Cleared
TXN-202503614,2026-03-27,2026,Q1,CC-400,Operations,Office Facilities & Lease,CBRE Property Management,13543.1,Settled
TXN-202503615,2026-01-09,2026,Q1,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,18110.88,Settled
TXN-202503616,2025-07-16,2025,Q3,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,83054.78,Settled
TXN-202503617,2025-09-28,2025,Q3,CC-300,Sales,Client Hospitality,Topgolf Events,3377.73,Settled
TXN-202503618,2025-10-20,2025,Q4,CC-500,Finance & Legal,External Audit & Tax,KPMG LLP,21839.01,Cleared
TXN-202503619,2025-09-29,2025,Q3,CC-400,Operations,Professional Services,Deloitte Advisory,56792.27,Settled
TXN-202503620,2025-08-20,2025,Q3,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,18683.53,Cleared
TXN-202503621,2025-01-16,2025,Q1,CC-300,Sales,Commissions & Incentives,CaptivateIQ,16965.71,Settled
TXN-202503622,2026-05-31,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,12485.44,Settled
TXN-202503623,2025-05-17,2025,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,16717.17,Audited
TXN-202503624,2025-05-03,2025,Q2,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,1530.34,Cleared
TXN-202503625,2025-05-21,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,4154.63,Settled
TXN-202503626,2025-03-09,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,3410.6,Settled
TXN-202503627,2026-04-17,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,71347.44,Cleared
TXN-202503628,2025-02-16,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,31029.16,Settled
TXN-202503629,2025-04-03,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,34274.26,Settled
TXN-202503630,2025-04-05,2025,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,31206.33,Settled
TXN-202503631,2025-04-05,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,14325.89,Settled
TXN-202503632,2025-06-29,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,27238.9,Cleared
TXN-202503633,2025-11-29,2025,Q4,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,23442.64,Cleared
TXN-202503634,2025-08-11,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Getty Images,4026.34,Settled
TXN-202503635,2025-10-07,2025,Q4,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,5447.66,Settled
TXN-202503636,2025-05-19,2025,Q2,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,8704.42,Cleared
TXN-202503637,2025-06-24,2025,Q2,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,3519.28,Settled
TXN-202503638,2026-03-20,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,24272.11,Audited
TXN-202503639,2025-03-29,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,3329.03,Settled
TXN-202503640,2026-07-08,2026,Q3,CC-100,Engineering,DevOps Tooling,Sentry,9308.34,Settled
TXN-202503641,2026-02-23,2026,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,147449.34,Settled
TXN-202503642,2025-12-04,2025,Q4,CC-600,Product & Design,Design Contractors,Toptal Design,6512.59,Cleared
TXN-202503643,2025-04-01,2025,Q2,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,27680.93,Settled
TXN-202503644,2026-03-22,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,4575.42,Settled
TXN-202503645,2026-05-27,2026,Q2,CC-400,Operations,Logistics & Shipping,DHL Express,8915.64,Settled
TXN-202503646,2025-11-11,2025,Q4,CC-100,Engineering,DevOps Tooling,Docker Inc,4301.48,Settled
TXN-202503647,2025-02-07,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,21122.16,Settled
TXN-202503648,2025-12-28,2025,Q4,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,10823.78,Settled
TXN-202503649,2025-08-27,2025,Q3,CC-300,Sales,Commissions & Incentives,CaptivateIQ,37563.58,Settled
TXN-202503650,2025-09-17,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,17205.72,Settled
TXN-202503651,2025-06-29,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,NetSuite ERP,21000.94,Settled
TXN-202503652,2025-10-19,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Semrush,17100.23,Settled
TXN-202503653,2025-03-20,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Stripe Treasury,2398.31,Settled
TXN-202503654,2025-08-04,2025,Q3,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,6464.9,Settled
TXN-202503655,2026-03-13,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,6552.51,Cleared
TXN-202503656,2025-05-18,2025,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,6595.62,Settled
TXN-202503657,2026-02-26,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,16702.2,Audited
TXN-202503658,2025-01-30,2025,Q1,CC-300,Sales,Commissions & Incentives,CaptivateIQ,33476.5,Settled
TXN-202503659,2025-02-18,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,25574.04,Settled
TXN-202503660,2025-06-25,2025,Q2,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,7823.62,Settled
TXN-202503661,2025-07-28,2025,Q3,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,31278.7,Audited
TXN-202503662,2025-09-02,2025,Q3,CC-300,Sales,Client Hospitality,OpenTable Concierge,1512.56,Cleared
TXN-202503663,2026-07-12,2026,Q3,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,18151.3,Settled
TXN-202503664,2026-07-27,2026,Q3,CC-100,Engineering,DevOps Tooling,Sentry,12226.99,Settled
TXN-202503665,2025-04-28,2025,Q2,CC-300,Sales,Client Hospitality,Topgolf Events,2120.87,Audited
TXN-202503666,2025-03-30,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,16725.06,Settled
TXN-202503667,2025-04-04,2025,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,JPMorgan Chase,699.34,Settled
TXN-202503668,2026-05-10,2026,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,2553.08,Cleared
TXN-202503669,2025-12-19,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,10723.08,Settled
TXN-202503670,2026-01-07,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,110897.57,Cleared
TXN-202503671,2026-06-29,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,98545.67,Cleared
TXN-202503672,2025-07-31,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,12536.24,Cleared
TXN-202503673,2026-02-08,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL Express,6838.69,Settled
TXN-202503674,2025-06-29,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,10631.29,Cleared
TXN-202503675,2026-03-30,2026,Q1,CC-300,Sales,Travel & Entertainment,Delta Airlines,3874.32,Settled
TXN-202503676,2026-02-20,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,12863.03,Settled
TXN-202503677,2025-07-04,2025,Q3,CC-100,Engineering,DevOps Tooling,Sentry,9877.3,Settled
TXN-202503678,2026-04-09,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,94132.52,Audited
TXN-202503679,2026-05-14,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Rippling,4775.4,Cleared
TXN-202503680,2025-09-14,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Getty Images,6831.23,Settled
TXN-202503681,2025-05-24,2025,Q2,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,67945.53,Settled
TXN-202503682,2026-07-02,2026,Q3,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,6121.02,Settled
TXN-202503683,2025-03-14,2025,Q1,CC-400,Operations,Professional Services,Accenture Strategy,53166.9,Settled
TXN-202503684,2025-07-28,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,28424.6,Settled
TXN-202503685,2025-06-15,2025,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,4959.49,Settled
TXN-202503686,2025-02-25,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong.io,29098.28,Settled
TXN-202503687,2025-01-10,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,10188.99,Cleared
TXN-202503688,2026-01-15,2026,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,9314.15,Settled
TXN-202503689,2026-01-11,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian Jira,12450.56,Cleared
TXN-202503690,2026-01-14,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,10653.18,Settled
TXN-202503691,2025-01-27,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,89245.22,Settled
TXN-202503692,2025-08-10,2025,Q3,CC-300,Sales,Commissions & Incentives,CaptivateIQ,25942.98,Settled
TXN-202503693,2026-02-09,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL Express,7750.67,Settled
TXN-202503694,2025-05-16,2025,Q2,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,110064.87,Cleared
TXN-202503695,2026-07-28,2026,Q3,CC-200,Marketing,Events & Sponsorships,Web Summit,56636.92,Settled
TXN-202503696,2025-02-11,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,20756.06,Settled
TXN-202503697,2025-09-09,2025,Q3,CC-700,Customer Success,Retention Swag & Gifting,Sendoso Enterprise,6184.9,Cleared
TXN-202503698,2025-01-16,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,9772.54,Cleared
TXN-202503699,2025-08-09,2025,Q3,CC-600,Product & Design,Prototyping Software,InVision App,1664.39,Settled
TXN-202503700,2025-05-22,2025,Q2,CC-100,Engineering,DevOps Tooling,Sentry,15349.2,Cleared
TXN-202503701,2026-02-10,2026,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,3590.91,Cleared
TXN-202503702,2025-06-08,2025,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,5518.86,Settled
TXN-202503703,2025-08-10,2025,Q3,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,26247.25,Settled
TXN-202503704,2026-07-27,2026,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Stripe Treasury,371.38,Cleared
TXN-202503705,2025-12-06,2025,Q4,CC-600,Product & Design,Prototyping Software,Figma Inc,2770.34,Settled
TXN-202503706,2026-03-28,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,11996.11,Settled
TXN-202503707,2025-08-16,2025,Q3,CC-400,Operations,SaaS Licenses & ERP,NetSuite ERP,26132.97,Cleared
TXN-202503708,2026-01-28,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,74302.37,Settled
TXN-202503709,2025-02-08,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,9039.75,Settled
TXN-202503710,2025-10-10,2025,Q4,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,7178.4,Cleared
TXN-202503711,2025-12-18,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,22702.02,Settled
TXN-202503712,2025-01-28,2025,Q1,CC-400,Operations,Logistics & Shipping,FedEx Corporate,12626.7,Settled
TXN-202503713,2026-03-04,2026,Q1,CC-400,Operations,Professional Services,Accenture Strategy,75702.56,Cleared
TXN-202503714,2025-02-23,2025,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,6375.04,Settled
TXN-202503715,2025-02-15,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom Systems,9000.89,Settled
TXN-202503716,2026-04-29,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,19657.01,Cleared
TXN-202503717,2026-07-02,2026,Q3,CC-200,Marketing,Content & SEO Agencies,Semrush,14494.35,Settled
TXN-202503718,2025-06-15,2025,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,12128.18,Audited
TXN-202503719,2025-12-12,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,116942.57,Cleared
TXN-202503720,2025-07-16,2025,Q3,CC-100,Engineering,Salaries & Contractors,Robert Half,101340.06,Settled
TXN-202503721,2025-03-09,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,19830.49,Cleared
TXN-202503722,2026-02-13,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,22702.54,Settled
TXN-202503723,2025-04-22,2025,Q2,CC-600,Product & Design,Design Contractors,Superside Agency,11618.04,Settled
TXN-202503724,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Docker Inc,9062.6,Settled
TXN-202503725,2025-06-18,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,4035.71,Settled
TXN-202503726,2025-07-21,2025,Q3,CC-600,Product & Design,Prototyping Software,Miro Collaboration,1581.86,Settled
TXN-202503727,2025-11-11,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,70983.48,Settled
TXN-202503728,2025-05-28,2025,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,22937.34,Cleared
TXN-202503729,2025-05-03,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,75150.31,Settled
TXN-202503730,2026-01-04,2026,Q1,CC-300,Sales,Travel & Entertainment,United Airlines,4452.32,Cleared
TXN-202503731,2026-01-14,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,30777.86,Settled
TXN-202503732,2025-12-14,2025,Q4,CC-700,Customer Success,Retention Swag & Gifting,Printfection,5413.97,Settled
TXN-202503733,2025-05-05,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Refine Labs,8866.71,Settled
TXN-202503734,2025-05-17,2025,Q2,CC-300,Sales,Commissions & Incentives,CaptivateIQ,2001.13,Settled
TXN-202503735,2025-09-30,2025,Q3,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,26542.32,Settled
TXN-202503736,2026-06-08,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,60450.89,Settled
TXN-202503737,2026-02-19,2026,Q1,CC-300,Sales,Client Hospitality,OpenTable Concierge,775.59,Cleared
TXN-202503738,2026-03-25,2026,Q1,CC-400,Operations,Professional Services,Deloitte Advisory,29633.11,Cleared
TXN-202503739,2026-07-13,2026,Q3,CC-400,Operations,Professional Services,McKinsey & Co,19377.15,Settled
TXN-202503740,2025-06-05,2025,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,30042.06,Cleared
TXN-202503741,2025-06-21,2025,Q2,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,7385.4,Settled
TXN-202503742,2025-08-24,2025,Q3,CC-500,Finance & Legal,External Audit & Tax,KPMG LLP,50074.47,Cleared
TXN-202503743,2025-09-26,2025,Q3,CC-400,Operations,Professional Services,Accenture Strategy,87968.15,Audited
TXN-202503744,2025-12-01,2025,Q4,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,121876.04,Settled
TXN-202503745,2025-03-11,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,13085.1,Settled
TXN-202503746,2025-05-03,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,15473.55,Settled
TXN-202503747,2025-09-16,2025,Q3,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,3636.17,Settled
TXN-202503748,2025-07-20,2025,Q3,CC-200,Marketing,Paid Performance Ads,TikTok Ads,107464.6,Settled
TXN-202503749,2025-02-26,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,70296.64,Audited
TXN-202503750,2026-03-10,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma Inc,4108.15,Settled
TXN-202503751,2026-02-04,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,5043.22,Settled
TXN-202503752,2025-10-23,2025,Q4,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,13634.7,Settled
TXN-202503753,2025-05-04,2025,Q2,CC-200,Marketing,Brand & Creative Assets,Getty Images,10747.9,Settled
TXN-202503754,2025-05-04,2025,Q2,CC-400,Operations,Office Facilities & Lease,WeWork Management,21036.14,Cleared
TXN-202503755,2026-01-10,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,24127.93,Cleared
TXN-202503756,2025-03-12,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,22768.46,Settled
TXN-202503757,2026-05-03,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,10929.33,Settled
TXN-202503758,2026-01-19,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,5830.94,Cleared
TXN-202503759,2026-05-10,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,19716.09,Settled
TXN-202503760,2026-02-20,2026,Q1,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,8153.59,Settled
TXN-202503761,2025-12-28,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,35454.34,Settled
TXN-202503762,2025-11-17,2025,Q4,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,44763.4,Cleared
TXN-202503763,2025-05-01,2025,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,27452.82,Audited
TXN-202503764,2026-04-01,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,11840.5,Settled
